ua,software,software_type,hw,pop
Opera/9.80 (Windows NT 6.1; WOW64; Edition Campaign 21) Presto/2.12.388 Version/12.14,12,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.289 Version/12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2687.0 Safari/537.36 OPR/38.0.2198.0 (Edition developer)",38,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.0.2; SM-P905 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36 OPR/37.0.2192.105088",37,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991",43,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.1.2246.125351",45.1,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36 OPR/41.0.2353.56 (Edition Campaign 67)",41,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2130.80",36,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; MRA 6.4 (build 8614)) Presto/2.12.388 Version/12.17,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.1.1; SM-J200H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.99 Mobile Safari/537.36 OPR/35.0.2070.100283",35,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.15 Safari/537.36 OPR/55.0.2991.0 (Edition developer)",55,Windows,Computer,Uncommon
Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1204232255; U; ru) Presto/2.10.254 Version/12.00,12,Symbian,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94",42,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36 OPR/40.0.2308.81",40,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36 OPR/22.0.1471.70",22,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.78 Safari/537.36 OPR/47.0.2631.39",47,Windows,Computer,Uncommon
Opera/9.80 (Windows Mobile; WCE; Opera Mobi/49; U; en) Presto/2.4.18 Version/10.00,10,Windows,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.39 Safari/537.36 OPR/29.0.1795.21 (Edition beta)",29,Windows,Computer,Uncommon
Opera/9.80 (Android 4.0.4; Linux; Opera Tablet/ADR-1207241053; U; en) Presto/2.10.254 Version/12.00,12,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition 360-1)",50,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36 OPR/32.0.1948.69",32,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36 OPR/42.0.2393.85",42,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0.1; LS-4505 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/44.0.2246.122910",44,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36 OPR/47.0.2631.71 (Edition Campaign 76)",47,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 10.0; Win64; x64) Presto/2.12.388 Version/41.0,41,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.26314",46,Windows,Computer,Uncommon
Spice M6900  Opera/9.80 (MTK; Nucleus; U; en-US) Presto/2.4.18 Version/10.00,10,--,,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36 OPR/49.0.2725.64 (Edition Campaign 76)",49,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.62 Safari/537.36 OPR/49.0.2725.34 (Edition Campaign 76)",49,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36 OPR/37.0.2178.43",37,Windows,Computer,Uncommon
"Opera/9.80 (Linux i686; HbbTV/1.1.1 (+PVR+DRM; BANGOLUFSEN; A3; ; ; ) CE-HTML/1.0 NETTV/4.3.9) Presto/2.12.407 Version/12.50 A3/1.0.11.37385 (BANGOLUFSEN, A3, wired)",12,Linux,Computer,Uncommon
"Mozilla/5.0 (Windows NT 8.1) AppleWebKit/535.23.28 (KHTML, like Gecko) Chrome/55.0.2749.43 Safari/535.23.28 OPR/16.0.1133.236",16,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10,11,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.122 Safari/537.36 OPR/24.0.1558.64",24,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; GT-I8200 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Mobile Safari/537.36 OPR/33.0.2002.97240",33,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; U; Android 2.3.6; SCH-I110 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 OPR/20.0.2254.110284",20,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1566.2 Safari/537.36 OPR/17.0.1224.1 (Edition Developer)",17,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 4.3; en-AU; NokiaX2DS Build/JLS36C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 OPR/12.0.1987.97260 Mobile Safari/534.30",12,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; Andr0id 6.0.1; TPM171E Build/MUE34) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/32.0.2128.0 OMI/4.8.0.129.SprinterCR4.56",32,Linux,Computer,Uncommon
Opera/9.80 (Windows NT 6.2; WOW64; U; en) Presto/2.10.289 Version/12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; F3111 Build/33.3.A.0.131) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.49 Safari/537.36 OPR/39.0.2256.21 (Edition beta)",39,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.2; WOW64) Presto/2.12.388 Version/12.10,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36 OPR/40.0.2308.75",40,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.2.2; HTC One mini Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Mobile Safari/537.36 OPR/18.0.1290.67495",18,Android,Mobile - Phone,Uncommon
Opera/9.80 (Linux mips; Opera TV/50) Presto/2.11.355 Version/12.11,12,Linux,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36 OPR/35.0.2066.37",35,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2687.0 Safari/537.36 OPR/38.0.2205.0 (Edition developer)",38,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36 OPR/44.0.2510.857",44,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.0.4; ST21i Build/11.0.A.4.22) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Mobile Safari/537.36 OPR/25.0.1619.84037",25,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.20 Safari/537.36  OPR/15.0.1147.18 (Edition Next)",15,Windows,Computer,Uncommon
"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.49 Safari/537.36 OPR/49.0.2725.39",49,Linux,Computer,Uncommon
"Mozilla/5.0 (X11; U; Linux i686) AppleWebKit/536.25.26 (KHTML, like Gecko) Chrome/57.0.3072.52 Safari/536.25.26 OPR/45.0.2362.29",45,Linux,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 OPR/48.0.2685.52 (Edition Campaign 76)",48,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.26",46,Windows,Computer,Uncommon
Opera/9.50 (Nintendo DSi; Opera/507; U; de),9,--,Mobile - Handheld Game,Uncommon
Opera/9.80 (Windows NT 6.0; Opera Mobi/49; U; en) Presto/2.4.18 Version/10.00,10,Windows,Computer,Uncommon
"Opera/9.80 (Linux mips; U; VK_PATCH/1.0 AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B500 Safari/531.21.10 CE-HTML/1.0 HbbTV/1.1.1(vendor) FXM-U2FsdGVkX1+YkN7cISPuVLKbQixfude45NLlIp1e45B1ewH+AYxGvWxR3qHKcQFs-END; en) Presto/2.10.287 Version/12.00",4,Linux,Computer,Uncommon
"Opera/9.80 (Linux armv7l; HbbTV/1.2.1 (; Philips; 32HFL5011T/12; ; ; JAPIT-WIXP-Version-3.0) CE-HTML/1.0 NETTV/6.0.0 SmartTvA/3.0.0 (PhilipsTV, 6.1.1,) en Firmware/TPM1532HE.5.249.5.076) Presto/2.12.407 Version/12.50",12,Linux,Large Screen - TV,Uncommon
Opera/9.80 (Windows NT 5.1; U; MRA 5.5 (build 02842); ru) Presto/2.7.62 Version/11.00,11,Windows,Computer,Uncommon
"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Xubuntu/14 Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.881",45,Linux,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; A463BG Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile,Uncommon
Opera/9.80 (Windows NT 5.1; U; hr) Presto/2.2.15 Version/10.00,10,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.1; BLACK-1X Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.78 Mobile Safari/537.36 OPR/32.0.1953.96572",32,Android,Mobile,Uncommon
Opera/9.64 (Windows NT 6.1; U; en) Presto/2.1.1,9,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.0; WOW64; U; en) Presto/2.10.229 Version/11.62,11,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32",36,Mac OS X,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB97/0.45.23.11 (BUSH, Mxl661315_, wireless) VSTVB_MB97  SmartTvA/3.0.0",12,Linux,Large Screen - TV,Uncommon
Opera/9.80 (Windows NT 6.2; Win64; x64; Edition Next) Presto/2.12.388 Version/12.15,12,Windows,Computer,Uncommon
Opera/9.80 (Android 4.1.2; Linux; Opera Mobi/ADR-1411061201) Presto/2.11.355 Version/12.10,12,Android,Mobile,Uncommon
Opera/9.80 (X11; FreeBSD 10.1-RELEASE amd64) Presto/2.12.388 Version/12.16,12,FreeBSD,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 4.4.4; SM-J110H Build/KTU84P; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 OPR/20.0.2254.109835",20,Android,Mobile - Phone,Uncommon
Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; en) Opera 12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2767.4 Safari/537.36 OPR/40.0.2273.0 (Edition developer)",40,Mac OS X,Computer,Uncommon
Opera/9.64 (Windows NT 5.2; U; en-GB) Presto/2.1.1,9,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3095.5 Safari/537.36 OPR/47.0.2615.0 (Edition developer)",47,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.59",36,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.59 Safari/537.36 OPR/41.0.2353.46",41,Mac OS X,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB95/3.6.6.i (HITACHI, Si2157LG32, wireless)",12,Linux,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67",50,macOS,Computer,Uncommon
"Opera/9.80 (Linux armv7l; HbbTV/1.2.1 (; Philips; 40PUS680912; ; PHILIPSTV;  CE-HTML/1.0 NETTV/4.4.1 SmartTvA/3.0.0 Firmware/012.003.010.128 (PhilipsTV, 3.1.1,)en) ) Presto/2.12.407 Version/12.50",12,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Windows NT 4.10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91",20,Windows,Computer,Uncommon
Opera/9.80 (Windows; Opera Mobi/35779; U; hu) Presto/2.10.254 Version/12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2767.4 Safari/537.36 OPR/40.0.2273.0 (Edition developer)",40,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36 OPR/45.0.2552.635",45,Windows,Computer,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X 10.6.8; U; fr) Presto/2.9.168 Version/38.0.220.31,38,Mac OS X,Computer,Uncommon
"Opera/9.80 (Linux mips; HbbTV/1.2.1 (; Philips; ; ; ; ) CE-HTML/1.0 NETTV/4.3.3 SIGNON/1.0 PHILIPSTV/1.1.1 Firmware/173.67.0 (PhilipsTV, 1.1.1,) en) Presto/2.12.362 Version/12.11",12,Linux,Computer,Uncommon
Opera/9.80 (Windows NT 6.2; U; en) Presto/2.10.289 Version/12.00,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36 OPR/49.0.2725.64 (Edition 360-1)",49,Windows,Computer,Uncommon
Opera/9.51 (Windows NT 5.1; U; en),9,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36 OPR/38.0.2220.41",38,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",42.7,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174 (Edition Campaign 67)",31,Windows,Computer,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X 10.5.8) Presto/2.12.388 Version/12.16,12,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2438.3 Safari/537.36 OPR/32.0.1926.0 (Edition developer)",32,Linux,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.0.255225696 (Edition EXP148)",45,Windows,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB97/0.45.18.4 (HITACHI, Mxl66155_V, wireless) VSTVB_MB97  SmartTvA/3.0.0",12,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-J320FN Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.105 Mobile Safari/537.36 OPR/23.0.2254.114818",23,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36 OPR/39.0.2256.48",39,Mac OS X,Computer,Uncommon
Opera/9.80 (Windows NT 5.0) Presto/2.12.388 Version/12.16,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73",16,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 4.4.2; GT-P5200 Build/KOT49H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36 OPR/33.0.2254.125672",33,Android,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Linux; Android 7.1.1; SM-J510FN Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/46.1.2246.127339",46.1,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.41 Safari/537.36 OPR/39.0.2256.15 (Edition beta)",39,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2739.0 Safari/537.36 OPR/39.0.2248.0 (Edition developer)",39,Linux,Computer,Uncommon
Opera/9.80 (Windows NT 5.1; Edition Yx) Presto/2.12.388 Version/12.14,12,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.25 Safari/537.36 OPR/48.0.2679.0 (Edition developer)",48,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.26 Safari/537.36 OPR/32.0.1948.4 (Edition beta)",32,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 OPR/51.0.2830.34",51,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991",43,macOS,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 OPR/48.0.2685.50",48,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 4.3; Galaxy Nexus Build/JWR66Y) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36 OPR/20.0.1396.73172",20,Android,Mobile - Phone,Uncommon
ASTRO36_TD/v3 MAUI/10A1032MP_ASTRO_W1052 Release/31.12.2010 Browser/Opera Sync/SyncClient1.1 Profile/MIDP-2.0 Configuration/CLDC-1.1 Opera/9.80 (MTK; U; id-ID) Presto/2.5.28 Version/10.10,10,--,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36 OPR/25.0.1620.0 OMI/4.3.18.7.Dominik.0 VSTVB MB100 HbbTV/1.2.1 (; TECHWOOD; MB100; 0.1.33.17; ;) SmartTvA/3.0.0 UID(00:09:DF:C3:F8:97/MB100/TECHWOOD/0.1.33.17)",25,Linux,Large Screen - TV,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 OPR/50.0.2762.67 (Edition Campaign 34)",50,Windows,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB95/3.6.2.j (POLAROID, Si2157LG32, wireless)",12,Linux,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.10 Safari/537.36 OPR/44.0.2463.0 (Edition developer)",44,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36 OPR/44.0.2510.1449 (Edition Campaign 70)",44,Windows,Computer,Uncommon
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36 OPR/38.0.2220.31",38,Linux,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/MOB30M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Mobile Safari/537.36 OPR/28.0.1764.89981",28,Android,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; Android 4.4.2; BLU ADVANCE 4.0 L Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.99 Mobile Safari/537.36 OPR/35.0.2070.100283",35,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2130.75",36,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; Android 5.1.1; F1f Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Mobile Safari/537.36 OPR/34.0.2044.99135",34,Android,Mobile,Uncommon
ASTRO36_TD/v3 MAUI/10A1032MP_ASTRO_W1052 Release/31.12.2010 Browser/Opera (HTTPS) Profile/MIDP-2.0 Configuration/CLDC-1.1 Sync/SyncClient1.1 Opera/9.80 (MTK; Nucleus; Opera Mobi/4000; U; es-SA) Presto/2.5.28 Version/10.10,10,--,Mobile - Phone,Uncommon
Opera/9.80 (Android; Linux; Opera Mobi/23731; U; en) Presto/2.9.201 Version/11.50,11,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.8 Safari/537.36 OPR/40.0.2301.0 (Edition developer)",40,Windows,Computer,Uncommon
Opera/9.80 (Windows NT 6.1; WOW64; Opera Mobi/46154) Presto/2.11.355 Version/12.10,12,Windows,Computer,Uncommon
"Opera/9.80 (Linux mips; ) Presto/2.12.407 Version/12.51 MB95/3.6.3.J (BUSH, Si2156LG32, wired)",12,Linux,Mobile - Phone,Uncommon
"Mozilla/5.0 (Linux; Android 5.0; RCT6213W87DK Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/30.0.1856.93524",30,Android,Mobile,Uncommon
"Mozilla/5.0 (Linux; U; Android 7.0; TECNO W1 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/20.0.2254.109835",20,Android,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68",18,Windows,Computer,Uncommon
"Mozilla/5.0 (Linux; U; Android 6.0; Grand M Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/29.0.2254.120398",29,Android,Mobile,Uncommon
Opera/9.80 (Macintosh; Intel Mac OS X 10.7.5) Presto/2.12.388 Version/12.15,12,Mac OS X,Computer,Uncommon
Opera/9.80 (Android 2.3.6; Linux; Opera Mobi/ADR-1207201952; U; en) Presto/2.10.254 Version/12.00,12,Android,Mobile,Uncommon
"Opera/9.80 (X11;Linux armv7i;NETRANGEMMH;HbbTV/1.1.1;CE-HTML/1.0;Vendor/TCL;SW-Version/V8-T56FSAF-LF1V007;Cnt/GBR;Lan/eng;U;en) AppleWebKit/534.24 (KHTML, like Gecko) Safari/534.24, Digital-TV/V8-T56FSAF-LF1V007 (TCL,L43D1570,wireless)",9,Linux,Computer,Uncommon
